position	wl	slice	min.elapsed	expTcorr_bs_intden	exptime.sec	bs.intden	mean_bg_intden	mean_intden	rb_radius	threshold	area_threshold	cellarea_percent	total_area
B07a	1.00	2.00	153.00	2045008.04	1.00	2045008.04	514.02	515.43	50.00	MaxEntropy	50.00	0.61	1447680.00
B07a	1.00	3.00	307.00	5180984.92	1.00	5180984.92	512.92	516.50	50.00	MaxEntropy	50.00	0.95	1447680.00
B07a	1.00	4.00	460.00	13334870.03	1.00	13334870.03	512.33	521.54	50.00	MaxEntropy	50.00	1.61	1447680.00
B07a	1.00	5.00	613.00	33088057.89	1.00	33088057.89	512.43	535.29	50.00	MaxEntropy	50.00	2.93	1447680.00
B07a	1.00	6.00	767.00	86246497.18	1.00	86246497.18	515.93	575.50	50.00	MaxEntropy	50.00	5.90	1447680.00
B07a	1.00	7.00	920.00	214814940.37	1.00	214814940.37	520.41	668.80	50.00	MaxEntropy	50.00	12.10	1447680.00
B07a	1.00	8.00	1073.00	457689690.91	0.87	400253296.22	502.59	779.07	50.00	MaxEntropy	50.00	20.43	1447680.00
B07a	1.00	9.00	1226.00	614858468.01	0.76	469154841.99	484.23	808.30	50.00	MaxEntropy	50.00	24.65	1447680.00
B07a	1.00	10.00	1378.00	687228886.84	0.71	484725212.44	472.91	807.74	50.00	MaxEntropy	50.00	25.95	1447680.00
B07a	1.00	11.00	1530.00	729926656.77	0.65	472852327.67	460.56	787.19	50.00	MaxEntropy	50.00	26.34	1447680.00
B07a	1.00	12.00	1682.00	763979593.92	0.65	492891366.75	449.24	789.71	50.00	MaxEntropy	50.00	26.86	1447680.00
B07a	1.00	13.00	1834.00	792035098.70	0.57	451047355.97	435.33	746.89	50.00	MaxEntropy	50.00	26.81	1447680.00
B07a	1.00	14.00	1986.00	810302907.04	0.57	461450489.20	438.68	757.43	50.00	MaxEntropy	50.00	27.06	1447680.00
B07a	1.00	15.00	2137.00	823593840.53	0.57	469019396.71	440.36	764.34	50.00	MaxEntropy	50.00	27.29	1447680.00
B07b	1.00	1.00	0.00	470455.89	1.00	470455.89	515.04	515.37	50.00	MaxEntropy	50.00	0.17	1447680.00
B07b	1.00	2.00	154.00	890692.39	1.00	890692.39	514.37	514.98	50.00	MaxEntropy	50.00	0.26	1447680.00
B07b	1.00	3.00	307.00	2214693.73	1.00	2214693.73	513.10	514.63	50.00	MaxEntropy	50.00	0.43	1447680.00
B07b	1.00	4.00	461.00	5920353.64	1.00	5920353.64	512.57	516.66	50.00	MaxEntropy	50.00	0.75	1447680.00
B07b	1.00	5.00	614.00	14483726.49	1.00	14483726.49	512.20	522.21	50.00	MaxEntropy	50.00	1.39	1447680.00
B07b	1.00	6.00	767.00	36917096.84	1.00	36917096.84	515.73	541.23	50.00	MaxEntropy	50.00	2.91	1447680.00
B07b	1.00	7.00	920.00	95156685.20	1.00	95156685.20	518.74	584.47	50.00	MaxEntropy	50.00	5.97	1447680.00
B07b	1.00	8.00	1073.00	208290904.20	1.00	208290904.20	528.47	672.35	50.00	MaxEntropy	50.00	11.61	1447680.00
B07b	1.00	9.00	1226.00	290465980.35	0.71	206958172.87	470.15	613.11	50.00	MaxEntropy	50.00	13.98	1447680.00
B07b	1.00	10.00	1378.00	326745519.10	0.71	232807489.34	472.13	632.94	50.00	MaxEntropy	50.00	15.24	1447680.00
B07b	1.00	11.00	1530.00	348326641.09	0.71	246287834.85	472.04	642.16	50.00	MaxEntropy	50.00	15.71	1447680.00
B07b	1.00	12.00	1683.00	364956906.93	0.59	214555975.84	434.95	583.15	50.00	MaxEntropy	50.00	15.48	1447680.00
B07b	1.00	13.00	1834.00	379518843.61	0.59	223116851.05	437.28	591.40	50.00	MaxEntropy	50.00	15.63	1447680.00
B07b	1.00	14.00	1986.00	390994218.42	0.59	229863155.05	440.93	599.71	50.00	MaxEntropy	50.00	15.93	1447680.00
B07b	1.00	15.00	2138.00	396756227.09	0.59	233250605.37	442.46	603.58	50.00	MaxEntropy	50.00	16.09	1447680.00
B07c	1.00	1.00	0.00	1161399.58	1.00	1161399.58	517.91	518.71	50.00	MaxEntropy	50.00	0.35	1447680.00
B07c	1.00	2.00	154.00	2328769.86	1.00	2328769.86	517.09	518.70	50.00	MaxEntropy	50.00	0.52	1447680.00
B07c	1.00	3.00	307.00	5617382.80	1.00	5617382.80	515.77	519.65	50.00	MaxEntropy	50.00	0.89	1447680.00
B07c	1.00	4.00	461.00	13877967.24	1.00	13877967.24	515.05	524.64	50.00	MaxEntropy	50.00	1.48	1447680.00
B07c	1.00	5.00	614.00	34040290.10	1.00	34040290.10	515.14	538.66	50.00	MaxEntropy	50.00	2.72	1447680.00
B07c	1.00	6.00	767.00	83885857.86	0.96	80388908.10	510.43	565.96	50.00	MaxEntropy	50.00	5.50	1447680.00
B07c	1.00	7.00	921.00	207925205.63	0.96	199257427.59	514.75	652.39	50.00	MaxEntropy	50.00	11.07	1447680.00
B07c	1.00	8.00	1073.00	415762164.47	0.67	278408481.24	462.21	654.52	50.00	MaxEntropy	50.00	17.35	1447680.00
B07c	1.00	9.00	1226.00	543849948.08	0.67	364180416.13	466.30	717.86	50.00	MaxEntropy	50.00	20.82	1447680.00
B07c	1.00	10.00	1378.00	607718937.94	0.64	389686399.14	461.63	730.81	50.00	MaxEntropy	50.00	22.12	1447680.00
B07c	1.00	11.00	1530.00	651440369.56	0.56	363900453.40	444.27	695.63	50.00	MaxEntropy	50.00	22.33	1447680.00
B07c	1.00	12.00	1683.00	679157240.18	0.56	379383346.78	435.91	697.97	50.00	MaxEntropy	50.00	22.84	1447680.00
B07c	1.00	13.00	1834.00	702789900.48	0.56	392584763.52	439.95	711.14	50.00	MaxEntropy	50.00	23.14	1447680.00
B07c	1.00	14.00	1986.00	719177801.85	0.56	401739192.71	442.10	719.60	50.00	MaxEntropy	50.00	23.41	1447680.00
B07c	1.00	15.00	2138.00	727376357.30	0.56	406318979.57	442.31	722.98	50.00	MaxEntropy	50.00	23.59	1447680.00
B07d	1.00	1.00	0.00	792295.74	1.00	792295.74	515.61	516.15	50.00	MaxEntropy	50.00	0.29	1447680.00
B07d	1.00	2.00	153.00	1757621.34	1.00	1757621.34	514.21	515.42	50.00	MaxEntropy	50.00	0.44	1447680.00
B07d	1.00	3.00	307.00	4439460.23	1.00	4439460.23	513.34	516.41	50.00	MaxEntropy	50.00	0.73	1447680.00
B07d	1.00	4.00	460.00	11521303.34	1.00	11521303.34	512.46	520.42	50.00	MaxEntropy	50.00	1.24	1447680.00
B07d	1.00	5.00	614.00	28885542.43	1.00	28885542.43	512.77	532.72	50.00	MaxEntropy	50.00	2.24	1447680.00
B07d	1.00	6.00	767.00	72402943.21	1.00	72402943.21	516.93	566.94	50.00	MaxEntropy	50.00	4.60	1447680.00
B07d	1.00	7.00	920.00	182797472.33	1.00	182797472.33	522.17	648.44	50.00	MaxEntropy	50.00	10.04	1447680.00
B07d	1.00	8.00	1073.00	363609813.15	0.84	304352321.90	497.39	707.63	50.00	MaxEntropy	50.00	17.46	1447680.00
B07d	1.00	9.00	1226.00	473114641.37	0.72	340654842.77	476.30	711.61	50.00	MaxEntropy	50.00	21.79	1447680.00
B07d	1.00	10.00	1378.00	526288904.67	0.68	356987026.92	469.04	715.63	50.00	MaxEntropy	50.00	23.60	1447680.00
B07d	1.00	11.00	1530.00	562218998.90	0.65	364796921.87	464.85	716.84	50.00	MaxEntropy	50.00	24.58	1447680.00
B07d	1.00	12.00	1682.00	589112599.11	0.65	382246888.16	453.69	717.73	50.00	MaxEntropy	50.00	24.94	1447680.00
B07d	1.00	13.00	1834.00	611555714.33	0.64	393621108.41	457.29	729.18	50.00	MaxEntropy	50.00	25.44	1447680.00
B07d	1.00	14.00	1986.00	626971264.88	0.62	389896501.40	454.70	724.02	50.00	MaxEntropy	50.00	25.68	1447680.00
B07d	1.00	15.00	2138.00	636071646.05	0.62	395555782.75	455.47	728.71	50.00	MaxEntropy	50.00	25.99	1447680.00
B08a	1.00	1.00	0.00	811303.77	1.00	811303.77	509.84	510.40	50.00	MaxEntropy	50.00	0.43	1447680.00
B08a	1.00	2.00	154.00	2270107.31	1.00	2270107.31	508.18	509.75	50.00	MaxEntropy	50.00	0.76	1447680.00
B08a	1.00	3.00	307.00	5748554.78	1.00	5748554.78	507.22	511.19	50.00	MaxEntropy	50.00	1.56	1447680.00
B08a	1.00	4.00	461.00	15887827.89	1.00	15887827.89	506.82	517.80	50.00	MaxEntropy	50.00	3.18	1447680.00
B08a	1.00	5.00	614.00	43603547.88	1.00	43603547.88	507.57	537.69	50.00	MaxEntropy	50.00	6.30	1447680.00
B08a	1.00	6.00	767.00	113178493.23	1.00	113178493.23	511.57	589.75	50.00	MaxEntropy	50.00	12.14	1447680.00
B08a	1.00	7.00	920.00	266329283.73	1.00	266329283.73	517.75	701.72	50.00	MaxEntropy	50.00	21.91	1447680.00
B08a	1.00	8.00	1073.00	410295016.00	1.00	410295016.00	522.98	806.39	50.00	MaxEntropy	50.00	31.17	1447680.00
B08a	1.00	9.00	1226.00	476523300.48	0.94	448450359.80	512.20	821.97	50.00	MaxEntropy	50.00	34.35	1447680.00
B08a	1.00	10.00	1378.00	508743342.35	0.90	456974637.32	503.34	819.00	50.00	MaxEntropy	50.00	35.29	1447680.00
B08a	1.00	11.00	1530.00	534913314.80	0.90	480481605.71	504.04	835.94	50.00	MaxEntropy	50.00	36.15	1447680.00
B08a	1.00	12.00	1683.00	553876267.66	0.87	479532225.63	479.31	810.55	50.00	MaxEntropy	50.00	36.21	1447680.00
B08a	1.00	13.00	1834.00	567764719.32	0.78	442564650.01	461.95	767.66	50.00	MaxEntropy	50.00	35.56	1447680.00
B08a	1.00	14.00	1986.00	579689812.71	0.78	451860093.35	463.46	775.59	50.00	MaxEntropy	50.00	36.01	1447680.00
B08a	1.00	15.00	2138.00	586767652.64	0.78	457377170.48	465.81	781.75	50.00	MaxEntropy	50.00	36.20	1447680.00
B08b	1.00	1.00	0.00	1099367.91	1.00	1099367.91	522.86	523.62	50.00	MaxEntropy	50.00	0.61	1447680.00
B08b	1.00	2.00	153.00	3213614.79	1.00	3213614.79	522.06	524.28	50.00	MaxEntropy	50.00	1.13	1447680.00
B08b	1.00	3.00	307.00	8833259.50	1.00	8833259.50	521.30	527.40	50.00	MaxEntropy	50.00	2.38	1447680.00
B08b	1.00	4.00	460.00	24958839.88	1.00	24958839.88	521.32	538.56	50.00	MaxEntropy	50.00	5.13	1447680.00
B08b	1.00	5.00	613.00	69106701.19	1.00	69106701.19	522.01	569.75	50.00	MaxEntropy	50.00	9.94	1447680.00
B08b	1.00	6.00	767.00	182444965.73	1.00	182444965.73	527.29	653.31	50.00	MaxEntropy	50.00	18.98	1447680.00
B08b	1.00	7.00	920.00	424514258.08	1.00	424514258.08	532.73	825.97	50.00	MaxEntropy	50.00	36.01	1447680.00
B08b	1.00	8.00	1073.00	647069901.73	1.00	647069901.73	524.22	971.19	50.00	MaxEntropy	50.00	99.32	1447680.00
B08b	1.00	9.00	1226.00	682624248.09	0.84	575035157.73	524.22	921.43	50.00	MaxEntropy	50.00	77.45	1447680.00
B08b	1.00	10.00	1378.00	732663502.57	0.84	616078422.73	524.22	949.79	50.00	MaxEntropy	50.00	93.84	1447680.00
B08b	1.00	11.00	1530.00	768626736.11	0.84	646319006.73	524.22	970.67	50.00	MaxEntropy	50.00	99.72	1447680.00
B08b	1.00	12.00	1682.00	751967670.59	0.81	605661832.73	524.22	942.59	50.00	MaxEntropy	50.00	97.20	1447680.00
B08b	1.00	13.00	1833.00	759422159.07	0.78	590411238.73	524.22	932.06	50.00	MaxEntropy	50.00	93.32	1447680.00
B08b	1.00	14.00	1986.00	777410697.21	0.78	604396391.73	524.22	941.72	50.00	MaxEntropy	50.00	94.07	1447680.00
B08b	1.00	15.00	2137.00	794640388.46	0.78	617791580.73	524.22	950.97	50.00	MaxEntropy	50.00	99.51	1447680.00
B08c	1.00	1.00	0.00	1183610.77	1.00	1183610.77	533.71	534.53	50.00	MaxEntropy	50.00	0.56	1447680.00
B08c	1.00	2.00	154.00	3305656.93	1.00	3305656.93	532.71	534.99	50.00	MaxEntropy	50.00	1.10	1447680.00
B08c	1.00	3.00	307.00	8459186.86	1.00	8459186.86	531.14	536.98	50.00	MaxEntropy	50.00	2.16	1447680.00
B08c	1.00	4.00	461.00	23126767.70	1.00	23126767.70	530.56	546.53	50.00	MaxEntropy	50.00	4.39	1447680.00
B08c	1.00	5.00	614.00	62111669.94	1.00	62111669.94	530.51	573.41	50.00	MaxEntropy	50.00	8.32	1447680.00
B08c	1.00	6.00	767.00	160959369.95	1.00	160959369.95	534.44	645.62	50.00	MaxEntropy	50.00	16.14	1447680.00
B08c	1.00	7.00	920.00	370766864.47	1.00	370766864.47	540.17	796.28	50.00	MaxEntropy	50.00	27.74	1447680.00
B08c	1.00	8.00	1073.00	563717337.18	1.00	563717337.18	545.00	934.39	50.00	MaxEntropy	50.00	36.78	1447680.00
B08c	1.00	9.00	1226.00	645625157.81	0.88	567034498.60	518.61	910.29	50.00	MaxEntropy	50.00	38.84	1447680.00
B08c	1.00	10.00	1378.00	688931658.68	0.73	503930084.65	484.75	832.85	50.00	MaxEntropy	50.00	38.30	1447680.00
B08c	1.00	11.00	1530.00	722649562.69	0.73	528593585.02	485.18	850.32	50.00	MaxEntropy	50.00	38.61	1447680.00
B08c	1.00	12.00	1683.00	749548749.94	0.70	522659593.79	462.24	823.27	50.00	MaxEntropy	50.00	38.58	1447680.00
B08c	1.00	13.00	1834.00	770726997.73	0.70	537427164.79	461.79	833.02	50.00	MaxEntropy	50.00	38.97	1447680.00
B08c	1.00	14.00	1986.00	786284183.42	0.70	548275174.82	462.37	841.10	50.00	MaxEntropy	50.00	39.29	1447680.00
B08c	1.00	15.00	2138.00	797823272.54	0.70	556321370.12	465.31	849.59	50.00	MaxEntropy	50.00	39.52	1447680.00
B08d	1.00	1.00	0.00	1158034.67	1.00	1158034.67	516.31	517.11	50.00	MaxEntropy	50.00	0.55	1447680.00
B08d	1.00	2.00	154.00	3084114.10	1.00	3084114.10	515.18	517.31	50.00	MaxEntropy	50.00	1.05	1447680.00
B08d	1.00	3.00	307.00	7700493.20	1.00	7700493.20	514.30	519.62	50.00	MaxEntropy	50.00	2.05	1447680.00
B08d	1.00	4.00	461.00	21339393.08	1.00	21339393.08	514.10	528.84	50.00	MaxEntropy	50.00	4.17	1447680.00
B08d	1.00	5.00	614.00	57194570.54	1.00	57194570.54	514.95	554.45	50.00	MaxEntropy	50.00	8.18	1447680.00
B08d	1.00	6.00	768.00	147802522.59	1.00	147802522.59	519.72	621.82	50.00	MaxEntropy	50.00	15.37	1447680.00
B08d	1.00	7.00	921.00	338942130.25	1.00	338942130.25	526.85	760.97	50.00	MaxEntropy	50.00	24.54	1447680.00
B08d	1.00	8.00	1074.00	515047423.75	1.00	515047423.75	533.17	888.94	50.00	MaxEntropy	50.00	31.75	1447680.00
B08d	1.00	9.00	1226.00	591761688.66	0.89	526010455.67	510.54	873.88	50.00	MaxEntropy	50.00	33.21	1447680.00
B08d	1.00	10.00	1378.00	632390319.39	0.89	561395020.18	510.17	897.96	50.00	MaxEntropy	50.00	34.02	1447680.00
B08d	1.00	11.00	1530.00	665559630.31	0.75	499611654.33	480.43	825.54	50.00	MaxEntropy	50.00	33.50	1447680.00
B08d	1.00	12.00	1683.00	692155854.34	0.75	519576482.24	464.43	823.33	50.00	MaxEntropy	50.00	33.69	1447680.00
B08d	1.00	13.00	1834.00	711030246.04	0.75	533744808.61	464.34	833.03	50.00	MaxEntropy	50.00	34.05	1447680.00
B08d	1.00	14.00	1986.00	726296390.70	0.75	545204553.83	465.76	842.36	50.00	MaxEntropy	50.00	34.23	1447680.00
B08d	1.00	15.00	2138.00	734910905.67	0.75	551671160.10	468.48	849.55	50.00	MaxEntropy	50.00	34.45	1447680.00
B09a	1.00	1.00	0.00	776289.52	1.00	776289.52	515.01	515.55	50.00	MaxEntropy	50.00	0.37	1447680.00
B09a	1.00	2.00	153.00	1282964.62	1.00	1282964.62	514.30	515.19	50.00	MaxEntropy	50.00	0.48	1447680.00
B09a	1.00	3.00	307.00	2451603.65	1.00	2451603.65	512.80	514.50	50.00	MaxEntropy	50.00	0.63	1447680.00
B09a	1.00	4.00	460.00	4719581.82	1.00	4719581.82	512.35	515.61	50.00	MaxEntropy	50.00	0.95	1447680.00
B09a	1.00	5.00	614.00	10147026.77	1.00	10147026.77	511.48	518.49	50.00	MaxEntropy	50.00	1.45	1447680.00
B09a	1.00	6.00	767.00	23250686.22	1.00	23250686.22	513.40	529.46	50.00	MaxEntropy	50.00	2.42	1447680.00
B09a	1.00	7.00	920.00	53616647.34	1.00	53616647.34	513.36	550.39	50.00	MaxEntropy	50.00	3.99	1447680.00
B09a	1.00	8.00	1073.00	119134927.16	1.00	119134927.16	516.52	598.82	50.00	MaxEntropy	50.00	7.23	1447680.00
B09a	1.00	9.00	1226.00	254151640.41	1.00	254151640.41	523.77	699.33	50.00	MaxEntropy	50.00	11.89	1447680.00
B09a	1.00	10.00	1378.00	392965276.51	1.00	392965276.51	531.31	802.76	50.00	MaxEntropy	50.00	14.01	1447680.00
B09a	1.00	11.00	1530.00	468292703.20	0.75	352577107.95	480.67	724.21	50.00	MaxEntropy	50.00	14.59	1447680.00
B09a	1.00	12.00	1682.00	506266250.26	0.75	381167353.55	464.72	728.02	50.00	MaxEntropy	50.00	14.87	1447680.00
B09a	1.00	13.00	1834.00	528880352.67	0.75	398193488.64	465.56	740.62	50.00	MaxEntropy	50.00	15.85	1447680.00
B09a	1.00	14.00	1986.00	540370537.32	0.75	406844437.17	467.84	748.87	50.00	MaxEntropy	50.00	15.26	1447680.00
B09a	1.00	15.00	2137.00	545843261.17	0.75	410964845.49	470.92	754.80	50.00	MaxEntropy	50.00	16.06	1447680.00
B09b	1.00	1.00	0.00	815511.92	1.00	815511.92	527.29	527.86	50.00	MaxEntropy	50.00	0.28	1447680.00
B09b	1.00	2.00	154.00	1304810.04	1.00	1304810.04	526.32	527.22	50.00	MaxEntropy	50.00	0.35	1447680.00
B09b	1.00	3.00	307.00	2413865.11	1.00	2413865.11	525.04	526.70	50.00	MaxEntropy	50.00	0.49	1447680.00
B09b	1.00	4.00	461.00	4617994.42	1.00	4617994.42	524.61	527.80	50.00	MaxEntropy	50.00	0.80	1447680.00
B09b	1.00	5.00	614.00	9943991.19	1.00	9943991.19	523.65	530.52	50.00	MaxEntropy	50.00	1.27	1447680.00
B09b	1.00	6.00	767.00	22786547.09	1.00	22786547.09	525.12	540.86	50.00	MaxEntropy	50.00	2.05	1447680.00
B09b	1.00	7.00	920.00	52960219.94	1.00	52960219.94	525.40	561.99	50.00	MaxEntropy	50.00	3.57	1447680.00
B09b	1.00	8.00	1073.00	122481434.10	1.00	122481434.10	527.67	612.27	50.00	MaxEntropy	50.00	6.29	1447680.00
B09b	1.00	9.00	1226.00	270791047.51	1.00	270791047.51	534.36	721.41	50.00	MaxEntropy	50.00	10.81	1447680.00
B09b	1.00	10.00	1378.00	423477707.82	1.00	423477707.82	541.37	833.90	50.00	MaxEntropy	50.00	13.35	1447680.00
B09b	1.00	11.00	1530.00	505047616.00	1.00	505047616.00	545.98	894.85	50.00	MaxEntropy	50.00	14.32	1447680.00
B09b	1.00	12.00	1683.00	547302926.70	0.95	521638250.56	515.67	876.00	50.00	MaxEntropy	50.00	14.36	1447680.00
B09b	1.00	13.00	1834.00	570879880.72	0.88	502781332.39	501.21	848.51	50.00	MaxEntropy	50.00	14.57	1447680.00
B09b	1.00	14.00	1986.00	585510919.83	0.88	515667078.74	504.44	860.64	50.00	MaxEntropy	50.00	14.70	1447680.00
B09b	1.00	15.00	2138.00	588807821.29	0.88	518207408.29	508.17	866.13	50.00	MaxEntropy	50.00	14.84	1447680.00
B09c	1.00	1.00	0.00	815990.47	1.00	815990.47	520.61	521.17	50.00	MaxEntropy	50.00	0.33	1447680.00
B09c	1.00	2.00	153.00	1343463.75	1.00	1343463.75	519.47	520.40	50.00	MaxEntropy	50.00	0.43	1447680.00
B09c	1.00	3.00	307.00	2591079.45	1.00	2591079.45	518.54	520.33	50.00	MaxEntropy	50.00	0.64	1447680.00
B09c	1.00	4.00	460.00	5454592.86	1.00	5454592.86	518.12	521.88	50.00	MaxEntropy	50.00	0.98	1447680.00
B09c	1.00	5.00	613.00	12045259.15	1.00	12045259.15	517.07	525.39	50.00	MaxEntropy	50.00	1.56	1447680.00
B09c	1.00	6.00	767.00	27073891.11	1.00	27073891.11	518.93	537.64	50.00	MaxEntropy	50.00	2.57	1447680.00
B09c	1.00	7.00	920.00	63333707.86	1.00	63333707.86	519.64	563.38	50.00	MaxEntropy	50.00	4.37	1447680.00
B09c	1.00	8.00	1073.00	148848682.09	1.00	148848682.09	521.45	624.27	50.00	MaxEntropy	50.00	8.25	1447680.00
B09c	1.00	9.00	1225.00	314799234.48	1.00	314799234.48	529.34	746.79	50.00	MaxEntropy	50.00	13.29	1447680.00
B09c	1.00	10.00	1378.00	480187949.05	1.00	480187949.05	537.38	869.07	50.00	MaxEntropy	50.00	15.32	1447680.00
B09c	1.00	11.00	1530.00	564970716.75	0.82	464461296.30	501.71	822.54	50.00	MaxEntropy	50.00	16.33	1447680.00
B09c	1.00	12.00	1682.00	611315614.27	0.67	410087019.58	452.72	735.99	50.00	MaxEntropy	50.00	16.05	1447680.00
B09c	1.00	13.00	1833.00	637575362.44	0.67	427702767.66	452.87	748.31	50.00	MaxEntropy	50.00	16.25	1447680.00
B09c	1.00	14.00	1985.00	653839694.78	0.67	438613320.93	455.42	758.40	50.00	MaxEntropy	50.00	16.41	1447680.00
B09c	1.00	15.00	2137.00	661488253.36	0.67	443744180.53	458.62	765.14	50.00	MaxEntropy	50.00	16.54	1447680.00
B09d	1.00	1.00	0.00	717842.22	1.00	717842.22	522.16	522.65	50.00	MaxEntropy	50.00	0.33	1447680.00
B09d	1.00	2.00	154.00	1311339.39	1.00	1311339.39	521.21	522.12	50.00	MaxEntropy	50.00	0.45	1447680.00
B09d	1.00	3.00	307.00	2577405.38	1.00	2577405.38	520.68	522.46	50.00	MaxEntropy	50.00	0.65	1447680.00
B09d	1.00	4.00	461.00	5395561.63	1.00	5395561.63	520.19	523.91	50.00	MaxEntropy	50.00	1.04	1447680.00
B09d	1.00	5.00	614.00	11675970.69	1.00	11675970.69	519.19	527.26	50.00	MaxEntropy	50.00	1.66	1447680.00
B09d	1.00	6.00	767.00	25857432.42	1.00	25857432.42	520.62	538.48	50.00	MaxEntropy	50.00	2.79	1447680.00
B09d	1.00	7.00	920.00	58604722.86	1.00	58604722.86	520.73	561.21	50.00	MaxEntropy	50.00	4.75	1447680.00
B09d	1.00	8.00	1073.00	135952877.81	1.00	135952877.81	522.79	616.71	50.00	MaxEntropy	50.00	8.05	1447680.00
B09d	1.00	9.00	1226.00	294737763.41	1.00	294737763.41	528.94	732.53	50.00	MaxEntropy	50.00	13.08	1447680.00
B09d	1.00	10.00	1378.00	453564253.03	1.00	453564253.03	535.19	848.49	50.00	MaxEntropy	50.00	14.86	1447680.00
B09d	1.00	11.00	1530.00	535883453.17	1.00	534920470.60	539.96	909.47	50.00	MaxEntropy	50.00	15.57	1447680.00
B09d	1.00	12.00	1682.00	581474224.84	0.96	556340001.47	511.23	895.53	50.00	MaxEntropy	50.00	15.87	1447680.00
B09d	1.00	13.00	1834.00	607451099.79	0.87	529031592.61	494.89	860.33	50.00	MaxEntropy	50.00	15.96	1447680.00
B09d	1.00	14.00	1986.00	621022906.77	0.73	453544207.22	468.40	781.69	50.00	MaxEntropy	50.00	15.99	1447680.00
B09d	1.00	15.00	2138.00	625330526.95	0.73	456690139.78	471.35	786.81	50.00	MaxEntropy	50.00	16.13	1447680.00
B10a	1.00	1.00	0.00	653436.31	1.00	653436.31	521.20	521.66	50.00	MaxEntropy	50.00	0.31	1447680.00
B10a	1.00	2.00	153.00	1596931.94	1.00	1596931.94	520.38	521.48	50.00	MaxEntropy	50.00	0.56	1447680.00
B10a	1.00	3.00	307.00	4393358.53	1.00	4393358.53	519.56	522.59	50.00	MaxEntropy	50.00	1.15	1447680.00
B10a	1.00	4.00	460.00	12854114.22	1.00	12854114.22	519.16	528.04	50.00	MaxEntropy	50.00	2.44	1447680.00
B10a	1.00	5.00	613.00	34663295.70	1.00	34663295.70	519.04	542.99	50.00	MaxEntropy	50.00	4.79	1447680.00
B10a	1.00	6.00	767.00	91111315.72	1.00	91111315.72	522.83	585.76	50.00	MaxEntropy	50.00	8.61	1447680.00
B10a	1.00	7.00	920.00	200868735.95	1.00	200868735.95	527.42	666.17	50.00	MaxEntropy	50.00	14.02	1447680.00
B10a	1.00	8.00	1073.00	277834835.47	1.00	277834835.47	530.65	722.56	50.00	MaxEntropy	50.00	17.52	1447680.00
B10a	1.00	9.00	1225.00	310169140.33	1.00	310169140.33	531.46	745.71	50.00	MaxEntropy	50.00	18.61	1447680.00
B10a	1.00	10.00	1377.00	331705269.09	1.00	331705269.09	531.98	761.11	50.00	MaxEntropy	50.00	19.13	1447680.00
B10a	1.00	11.00	1529.00	347410459.18	1.00	347410459.18	531.40	771.38	50.00	MaxEntropy	50.00	19.51	1447680.00
B10a	1.00	12.00	1682.00	362563828.81	1.00	362563828.81	511.56	762.00	50.00	MaxEntropy	50.00	19.76	1447680.00
B10a	1.00	13.00	1833.00	371824570.68	1.00	371824570.68	512.44	769.28	50.00	MaxEntropy	50.00	19.83	1447680.00
B10a	1.00	14.00	1985.00	379832814.48	1.00	379832814.48	516.45	778.82	50.00	MaxEntropy	50.00	19.95	1447680.00
B10a	1.00	15.00	2137.00	385684391.42	1.00	385684391.42	520.48	786.89	50.00	MaxEntropy	50.00	20.09	1447680.00
B10b	1.00	1.00	0.00	649531.16	1.00	649531.16	522.35	522.80	50.00	MaxEntropy	50.00	0.29	1447680.00
B10b	1.00	2.00	154.00	1568270.06	1.00	1568270.06	521.19	522.28	50.00	MaxEntropy	50.00	0.53	1447680.00
B10b	1.00	3.00	307.00	4127966.47	1.00	4127966.47	520.38	523.24	50.00	MaxEntropy	50.00	1.22	1447680.00
B10b	1.00	4.00	460.00	12163363.22	1.00	12163363.22	520.11	528.51	50.00	MaxEntropy	50.00	2.56	1447680.00
B10b	1.00	5.00	614.00	34175848.99	1.00	34175848.99	520.19	543.80	50.00	MaxEntropy	50.00	4.95	1447680.00
B10b	1.00	6.00	767.00	93131057.31	1.00	93131057.31	524.59	588.92	50.00	MaxEntropy	50.00	9.30	1447680.00
B10b	1.00	7.00	920.00	223960125.83	1.00	223960125.83	529.64	684.34	50.00	MaxEntropy	50.00	17.23	1447680.00
B10b	1.00	8.00	1073.00	328375645.09	1.00	328375645.09	533.28	760.11	50.00	MaxEntropy	50.00	22.75	1447680.00
B10b	1.00	9.00	1226.00	371568165.36	1.00	371568165.36	534.53	791.19	50.00	MaxEntropy	50.00	24.66	1447680.00
B10b	1.00	10.00	1378.00	395609650.98	1.00	395609650.98	534.83	808.10	50.00	MaxEntropy	50.00	25.49	1447680.00
B10b	1.00	11.00	1530.00	415780644.90	1.00	415780644.90	534.16	821.36	50.00	MaxEntropy	50.00	26.01	1447680.00
B10b	1.00	12.00	1682.00	434603496.90	0.96	417286285.96	506.26	794.50	50.00	MaxEntropy	50.00	25.95	1447680.00
B10b	1.00	13.00	1834.00	447218346.33	0.94	419580252.53	502.04	791.87	50.00	MaxEntropy	50.00	26.23	1447680.00
B10b	1.00	14.00	1986.00	457702455.49	0.94	429416443.74	505.03	801.65	50.00	MaxEntropy	50.00	26.22	1447680.00
B10b	1.00	15.00	2137.00	465254116.63	0.91	424984046.56	503.98	797.55	50.00	MaxEntropy	50.00	26.42	1447680.00
