position	wl	slice	min.elapsed	expTcorr_bs_intden	exptime.sec	bs.intden	mean_bg_intden	mean_intden	rb_radius	threshold	area_threshold	cellarea_percent	total_area
C01a	1.00	15.00	2079.00	63718871.50	0.50	31859435.75	470.61	492.62	50.00	MaxEntropy	50.00	5.43	1447680.00
C01a	1.00	16.00	2228.00	65050328.81	0.50	32525164.40	470.59	493.05	50.00	MaxEntropy	50.00	5.51	1447680.00
C01b	1.00	1.00	0.00	608689.77	0.50	304344.89	476.11	476.32	50.00	MaxEntropy	50.00	0.04	1447680.00
C01b	1.00	2.00	148.00	664964.65	0.50	332482.32	475.94	476.16	50.00	MaxEntropy	50.00	0.08	1447680.00
C01b	1.00	3.00	297.00	1067569.93	0.50	533784.97	475.40	475.77	50.00	MaxEntropy	50.00	0.15	1447680.00
C01b	1.00	4.00	445.00	2071941.63	0.50	1035970.81	475.86	476.57	50.00	MaxEntropy	50.00	0.30	1447680.00
C01b	1.00	5.00	593.00	5453976.78	0.50	2726988.39	477.25	479.14	50.00	MaxEntropy	50.00	0.77	1447680.00
C01b	1.00	6.00	742.00	18752077.10	0.50	9376038.55	479.71	486.19	50.00	MaxEntropy	50.00	2.28	1447680.00
C01b	1.00	7.00	890.00	42606038.01	0.50	21303019.00	484.70	499.42	50.00	MaxEntropy	50.00	4.46	1447680.00
C01b	1.00	8.00	1038.00	58649804.37	0.50	29324902.18	485.47	505.73	50.00	MaxEntropy	50.00	5.71	1447680.00
C01b	1.00	9.00	1187.00	68862874.19	0.50	34431437.10	484.64	508.42	50.00	MaxEntropy	50.00	6.54	1447680.00
C01b	1.00	10.00	1336.00	74462006.08	0.50	37231003.04	484.71	510.43	50.00	MaxEntropy	50.00	6.86	1447680.00
C01b	1.00	11.00	1485.00	78453192.78	0.50	39226596.39	485.26	512.35	50.00	MaxEntropy	50.00	7.12	1447680.00
C01b	1.00	12.00	1633.00	81086781.52	0.50	40543390.76	484.74	512.74	50.00	MaxEntropy	50.00	7.28	1447680.00
C01b	1.00	13.00	1782.00	84089005.11	0.50	42044502.55	485.49	514.53	50.00	MaxEntropy	50.00	7.48	1447680.00
C01b	1.00	14.00	1931.00	86515858.08	0.50	43257929.04	485.12	515.00	50.00	MaxEntropy	50.00	7.60	1447680.00
C01b	1.00	15.00	2080.00	88681286.64	0.50	44340643.32	484.89	515.52	50.00	MaxEntropy	50.00	7.73	1447680.00
C01b	1.00	16.00	2228.00	90116027.90	0.50	45058013.95	485.11	516.24	50.00	MaxEntropy	50.00	7.77	1447680.00
C01c	1.00	1.00	0.00	349060.70	0.50	174530.35	470.12	470.24	50.00	MaxEntropy	50.00	0.36	1447680.00
C01c	1.00	2.00	148.00	838845.34	0.50	419422.67	469.69	469.98	50.00	MaxEntropy	50.00	0.58	1447680.00
C01c	1.00	3.00	297.00	1974025.36	0.50	987012.68	468.21	468.90	50.00	MaxEntropy	50.00	1.04	1447680.00
C01c	1.00	4.00	445.00	4530583.98	0.50	2265291.99	468.32	469.88	50.00	MaxEntropy	50.00	1.90	1447680.00
C01c	1.00	5.00	594.00	11748110.34	0.50	5874055.17	467.45	471.51	50.00	MaxEntropy	50.00	3.75	1447680.00
C01c	1.00	6.00	742.00	30176335.34	0.50	15088167.67	467.62	478.04	50.00	MaxEntropy	50.00	7.66	1447680.00
C01c	1.00	7.00	891.00	59120953.71	0.50	29560476.85	470.40	490.82	50.00	MaxEntropy	50.00	11.85	1447680.00
C01c	1.00	8.00	1039.00	78505596.90	0.50	39252798.45	470.09	497.20	50.00	MaxEntropy	50.00	14.40	1447680.00
C01c	1.00	9.00	1187.00	88713577.43	0.50	44356788.72	469.75	500.39	50.00	MaxEntropy	50.00	15.24	1447680.00
C01c	1.00	10.00	1337.00	94585068.04	0.50	47292534.02	469.59	502.26	50.00	MaxEntropy	50.00	15.70	1447680.00
C01c	1.00	11.00	1485.00	98880806.52	0.50	49440403.26	469.78	503.94	50.00	MaxEntropy	50.00	15.92	1447680.00
C01c	1.00	12.00	1633.00	102378882.74	0.50	51189441.37	469.42	504.78	50.00	MaxEntropy	50.00	16.14	1447680.00
C01c	1.00	13.00	1783.00	105008834.07	0.50	52504417.03	469.87	506.13	50.00	MaxEntropy	50.00	16.25	1447680.00
C01c	1.00	14.00	1931.00	107241013.07	0.50	53620506.53	469.51	506.55	50.00	MaxEntropy	50.00	16.40	1447680.00
C01c	1.00	15.00	2080.00	109327541.83	0.50	54663770.91	469.60	507.35	50.00	MaxEntropy	50.00	16.47	1447680.00
C01c	1.00	16.00	2228.00	111430442.34	0.50	55715221.17	469.09	507.58	50.00	MaxEntropy	50.00	16.61	1447680.00
C01d	1.00	1.00	0.00	1578204.15	0.50	789102.08	470.75	471.29	50.00	MaxEntropy	50.00	0.09	1447680.00
C01d	1.00	2.00	148.00	1722822.24	0.50	861411.12	471.37	471.96	50.00	MaxEntropy	50.00	0.12	1447680.00
C01d	1.00	3.00	296.00	2026942.00	0.50	1013471.00	469.84	470.54	50.00	MaxEntropy	50.00	0.16	1447680.00
C01d	1.00	4.00	444.00	2716923.99	0.50	1358461.99	470.28	471.22	50.00	MaxEntropy	50.00	0.25	1447680.00
C01d	1.00	5.00	593.00	6754465.27	0.50	3377232.63	471.12	473.45	50.00	MaxEntropy	50.00	0.73	1447680.00
C01d	1.00	6.00	742.00	18793258.55	0.50	9396629.28	472.40	478.89	50.00	MaxEntropy	50.00	1.81	1447680.00
C01d	1.00	7.00	890.00	38062637.36	0.50	19031318.68	476.28	489.43	50.00	MaxEntropy	50.00	3.34	1447680.00
C01d	1.00	8.00	1038.00	51790877.94	0.50	25895438.97	477.58	495.47	50.00	MaxEntropy	50.00	4.26	1447680.00
C01d	1.00	9.00	1187.00	60184058.43	0.50	30092029.21	476.29	497.07	50.00	MaxEntropy	50.00	4.83	1447680.00
C01d	1.00	10.00	1336.00	64796435.31	0.50	32398217.66	476.74	499.12	50.00	MaxEntropy	50.00	5.14	1447680.00
C01d	1.00	11.00	1485.00	68319985.69	0.50	34159992.85	476.70	500.29	50.00	MaxEntropy	50.00	5.31	1447680.00
C01d	1.00	12.00	1633.00	71171899.98	0.50	35585949.99	476.35	500.93	50.00	MaxEntropy	50.00	5.50	1447680.00
C01d	1.00	13.00	1782.00	73579100.50	0.50	36789550.25	476.84	502.25	50.00	MaxEntropy	50.00	5.62	1447680.00
C01d	1.00	14.00	1931.00	75922033.91	0.50	37961016.95	476.49	502.71	50.00	MaxEntropy	50.00	5.74	1447680.00
C01d	1.00	15.00	2079.00	77623551.28	0.50	38811775.64	476.53	503.34	50.00	MaxEntropy	50.00	5.82	1447680.00
C01d	1.00	16.00	2228.00	79049301.32	0.50	39524650.66	476.48	503.78	50.00	MaxEntropy	50.00	5.88	1447680.00
C02a	1.00	1.00	0.00	657415.91	0.50	328707.96	465.89	466.12	50.00	MaxEntropy	50.00	0.32	1447680.00
C02a	1.00	2.00	148.00	869088.77	0.50	434544.38	464.02	464.32	50.00	MaxEntropy	50.00	0.35	1447680.00
C02a	1.00	3.00	297.00	1850642.11	0.50	925321.06	463.17	463.81	50.00	MaxEntropy	50.00	0.52	1447680.00
C02a	1.00	4.00	445.00	4032489.57	0.50	2016244.78	462.41	463.80	50.00	MaxEntropy	50.00	0.88	1447680.00
C02a	1.00	5.00	593.00	10679357.49	0.50	5339678.75	462.48	466.17	50.00	MaxEntropy	50.00	1.68	1447680.00
C02a	1.00	6.00	742.00	29305114.94	0.50	14652557.47	462.02	472.15	50.00	MaxEntropy	50.00	3.17	1447680.00
C02a	1.00	7.00	890.00	66962097.62	0.50	33481048.81	465.01	488.14	50.00	MaxEntropy	50.00	5.77	1447680.00
C02a	1.00	8.00	1038.00	107683603.95	0.50	53841801.98	465.76	502.95	50.00	MaxEntropy	50.00	7.91	1447680.00
C02a	1.00	9.00	1187.00	136856748.48	0.50	68428374.24	466.04	513.31	50.00	MaxEntropy	50.00	9.28	1447680.00
C02a	1.00	10.00	1336.00	150999925.15	0.50	75499962.58	466.46	518.62	50.00	MaxEntropy	50.00	9.75	1447680.00
C02a	1.00	11.00	1485.00	159498684.48	0.50	79749342.24	466.61	521.70	50.00	MaxEntropy	50.00	10.01	1447680.00
C02a	1.00	12.00	1633.00	166716802.86	0.50	83358401.43	467.21	524.80	50.00	MaxEntropy	50.00	10.27	1447680.00
C02a	1.00	13.00	1782.00	173442101.01	0.50	86721050.51	467.88	527.78	50.00	MaxEntropy	50.00	10.53	1447680.00
C02a	1.00	14.00	1931.00	177381061.19	0.50	88690530.60	468.91	530.17	50.00	MaxEntropy	50.00	10.66	1447680.00
C02a	1.00	15.00	2079.00	180105865.16	0.50	90052932.58	469.31	531.51	50.00	MaxEntropy	50.00	10.90	1447680.00
C02a	1.00	16.00	2228.00	182210197.39	0.50	91105098.70	469.02	531.95	50.00	MaxEntropy	50.00	11.00	1447680.00
C02b	1.00	1.00	0.00	1024427.96	0.50	512213.98	466.92	467.27	50.00	MaxEntropy	50.00	0.47	1447680.00
C02b	1.00	2.00	148.00	1245446.87	0.50	622723.43	465.57	466.01	50.00	MaxEntropy	50.00	0.52	1447680.00
C02b	1.00	3.00	297.00	2046602.34	0.50	1023301.17	463.89	464.60	50.00	MaxEntropy	50.00	0.68	1447680.00
C02b	1.00	4.00	445.00	4390308.80	0.50	2195154.40	463.82	465.34	50.00	MaxEntropy	50.00	1.02	1447680.00
C02b	1.00	5.00	594.00	11112880.08	0.50	5556440.04	463.40	467.24	50.00	MaxEntropy	50.00	1.87	1447680.00
C02b	1.00	6.00	742.00	29993517.69	0.50	14996758.85	463.28	473.64	50.00	MaxEntropy	50.00	3.47	1447680.00
C02b	1.00	7.00	891.00	69092053.45	0.50	34546026.73	465.99	489.85	50.00	MaxEntropy	50.00	5.82	1447680.00
C02b	1.00	8.00	1039.00	112217052.31	0.50	56108526.15	467.02	505.78	50.00	MaxEntropy	50.00	7.86	1447680.00
C02b	1.00	9.00	1187.00	143261932.54	0.50	71630966.27	467.31	516.79	50.00	MaxEntropy	50.00	9.22	1447680.00
C02b	1.00	10.00	1337.00	160372227.56	0.50	80186113.78	467.72	523.11	50.00	MaxEntropy	50.00	10.04	1447680.00
C02b	1.00	11.00	1485.00	171863286.74	0.50	85931643.37	468.01	527.37	50.00	MaxEntropy	50.00	10.59	1447680.00
C02b	1.00	12.00	1633.00	181103169.91	0.50	90551584.95	468.57	531.12	50.00	MaxEntropy	50.00	11.14	1447680.00
C02b	1.00	13.00	1783.00	188205804.89	0.50	94102902.45	469.32	534.32	50.00	MaxEntropy	50.00	11.52	1447680.00
C02b	1.00	14.00	1931.00	193671019.53	0.50	96835509.77	469.89	536.78	50.00	MaxEntropy	50.00	11.74	1447680.00
C02b	1.00	15.00	2080.00	197517738.85	0.50	98758869.43	470.44	538.65	50.00	MaxEntropy	50.00	11.98	1447680.00
C02b	1.00	16.00	2228.00	200140502.84	0.50	100070251.42	470.30	539.43	50.00	MaxEntropy	50.00	12.15	1447680.00
C02c	1.00	1.00	0.00	537716.83	0.50	268858.41	463.90	464.08	50.00	MaxEntropy	50.00	0.26	1447680.00
C02c	1.00	2.00	148.00	665548.97	0.50	332774.49	462.71	462.94	50.00	MaxEntropy	50.00	0.27	1447680.00
C02c	1.00	3.00	296.00	888258.49	0.50	444129.25	461.72	462.03	50.00	MaxEntropy	50.00	0.34	1447680.00
C02c	1.00	4.00	444.00	1819102.31	0.50	909551.16	461.07	461.70	50.00	MaxEntropy	50.00	0.50	1447680.00
C02c	1.00	5.00	593.00	4663156.62	0.50	2331578.31	460.78	462.39	50.00	MaxEntropy	50.00	0.91	1447680.00
C02c	1.00	6.00	742.00	13014372.32	0.50	6507186.16	460.64	465.13	50.00	MaxEntropy	50.00	1.76	1447680.00
C02c	1.00	7.00	890.00	32735570.24	0.50	16367785.12	462.60	473.91	50.00	MaxEntropy	50.00	3.32	1447680.00
C02c	1.00	8.00	1038.00	55724953.56	0.50	27862476.78	463.52	482.77	50.00	MaxEntropy	50.00	4.73	1447680.00
C02c	1.00	9.00	1187.00	73365035.24	0.50	36682517.62	463.20	488.54	50.00	MaxEntropy	50.00	5.36	1447680.00
C02c	1.00	10.00	1336.00	82293953.95	0.50	41146976.97	463.12	491.54	50.00	MaxEntropy	50.00	5.61	1447680.00
C02c	1.00	11.00	1484.00	86833221.10	0.50	43416610.55	463.49	493.49	50.00	MaxEntropy	50.00	5.73	1447680.00
C02c	1.00	12.00	1633.00	90369349.94	0.50	45184674.97	463.68	494.90	50.00	MaxEntropy	50.00	5.86	1447680.00
C02c	1.00	13.00	1782.00	93575994.46	0.50	46787997.23	463.97	496.28	50.00	MaxEntropy	50.00	5.98	1447680.00
C02c	1.00	14.00	1931.00	95882009.81	0.50	47941004.90	464.22	497.34	50.00	MaxEntropy	50.00	6.10	1447680.00
C02c	1.00	15.00	2079.00	97655095.42	0.50	48827547.71	464.58	498.31	50.00	MaxEntropy	50.00	6.19	1447680.00
C02c	1.00	16.00	2228.00	98540344.45	0.50	49270172.23	464.83	498.86	50.00	MaxEntropy	50.00	6.26	1447680.00
C02d	1.00	1.00	0.00	816626.27	0.50	408313.13	463.57	463.85	50.00	MaxEntropy	50.00	0.34	1447680.00
C02d	1.00	2.00	148.00	913962.79	0.50	456981.39	463.07	463.38	50.00	MaxEntropy	50.00	0.38	1447680.00
C02d	1.00	3.00	297.00	1729190.94	0.50	864595.47	461.70	462.30	50.00	MaxEntropy	50.00	0.51	1447680.00
C02d	1.00	4.00	445.00	3805172.30	0.50	1902586.15	461.32	462.64	50.00	MaxEntropy	50.00	0.86	1447680.00
C02d	1.00	5.00	593.00	10878836.72	0.50	5439418.36	461.21	464.96	50.00	MaxEntropy	50.00	1.68	1447680.00
C02d	1.00	6.00	742.00	30348700.29	0.50	15174350.14	461.19	471.67	50.00	MaxEntropy	50.00	3.38	1447680.00
C02d	1.00	7.00	890.00	72316268.93	0.50	36158134.47	463.88	488.86	50.00	MaxEntropy	50.00	6.02	1447680.00
C02d	1.00	8.00	1038.00	122567435.81	0.50	61283717.91	464.72	507.05	50.00	MaxEntropy	50.00	8.63	1447680.00
C02d	1.00	9.00	1187.00	157562015.65	0.50	78781007.83	464.43	518.85	50.00	MaxEntropy	50.00	10.24	1447680.00
C02d	1.00	10.00	1336.00	174998385.32	0.50	87499192.66	464.80	525.24	50.00	MaxEntropy	50.00	10.86	1447680.00
C02d	1.00	11.00	1485.00	183892016.12	0.50	91946008.06	465.31	528.82	50.00	MaxEntropy	50.00	11.11	1447680.00
C02d	1.00	12.00	1633.00	192071930.43	0.50	96035965.22	465.25	531.59	50.00	MaxEntropy	50.00	11.35	1447680.00
C02d	1.00	13.00	1782.00	199030348.29	0.50	99515174.14	465.85	534.59	50.00	MaxEntropy	50.00	11.51	1447680.00
C02d	1.00	14.00	1931.00	205494038.75	0.50	102747019.38	466.09	537.06	50.00	MaxEntropy	50.00	11.62	1447680.00
C02d	1.00	15.00	2080.00	209202810.77	0.50	104601405.38	466.56	538.82	50.00	MaxEntropy	50.00	11.75	1447680.00
C02d	1.00	16.00	2228.00	213112029.70	0.50	106556014.85	466.41	540.01	50.00	MaxEntropy	50.00	11.83	1447680.00
C03a	1.00	1.00	0.00	1464248.31	0.50	732124.15	463.42	463.92	50.00	MaxEntropy	50.00	0.48	1447680.00
C03a	1.00	2.00	148.00	2237441.47	0.50	1118720.74	462.33	463.10	50.00	MaxEntropy	50.00	0.59	1447680.00
C03a	1.00	3.00	297.00	3713092.50	0.50	1856546.25	462.08	463.37	50.00	MaxEntropy	50.00	0.76	1447680.00
C03a	1.00	4.00	445.00	6198672.33	0.50	3099336.16	463.23	465.37	50.00	MaxEntropy	50.00	0.99	1447680.00
C03a	1.00	5.00	594.00	9971219.19	0.50	4985609.60	463.90	467.35	50.00	MaxEntropy	50.00	1.33	1447680.00
C03a	1.00	6.00	742.00	18028418.53	0.50	9014209.27	465.37	471.60	50.00	MaxEntropy	50.00	1.88	1447680.00
C03a	1.00	7.00	891.00	37872682.89	0.50	18936341.45	469.10	482.18	50.00	MaxEntropy	50.00	2.96	1447680.00
C03a	1.00	8.00	1039.00	82887216.14	0.50	41443608.07	471.26	499.89	50.00	MaxEntropy	50.00	4.89	1447680.00
C03a	1.00	9.00	1188.00	157335870.29	0.50	78667935.14	473.55	527.89	50.00	MaxEntropy	50.00	7.48	1447680.00
C03a	1.00	10.00	1337.00	220978310.22	0.50	110489155.11	476.77	553.10	50.00	MaxEntropy	50.00	8.99	1447680.00
C03a	1.00	11.00	1485.00	259150703.84	0.50	129575351.92	479.13	568.63	50.00	MaxEntropy	50.00	9.68	1447680.00
C03a	1.00	12.00	1634.00	282459678.98	0.50	141229839.49	481.03	578.58	50.00	MaxEntropy	50.00	10.14	1447680.00
C03a	1.00	13.00	1783.00	301480302.95	0.50	150740151.48	482.88	587.01	50.00	MaxEntropy	50.00	10.56	1447680.00
C03a	1.00	14.00	1931.00	317123979.84	0.50	158561989.92	484.53	594.06	50.00	MaxEntropy	50.00	10.07	1447680.00
C03a	1.00	15.00	2080.00	331878495.15	0.50	165939247.58	486.96	601.58	50.00	MaxEntropy	50.00	11.01	1447680.00
C03a	1.00	16.00	2228.00	338433294.76	0.50	169216647.38	489.03	605.92	50.00	MaxEntropy	50.00	10.43	1447680.00
C03b	1.00	1.00	0.00	1526189.26	0.50	763094.63	463.09	463.61	50.00	MaxEntropy	50.00	0.47	1447680.00
C03b	1.00	2.00	148.00	2451264.75	0.50	1225632.37	462.11	462.96	50.00	MaxEntropy	50.00	0.59	1447680.00
C03b	1.00	3.00	296.00	4216745.56	0.50	2108372.78	462.44	463.90	50.00	MaxEntropy	50.00	0.79	1447680.00
C03b	1.00	4.00	445.00	7050240.39	0.50	3525120.20	462.75	465.18	50.00	MaxEntropy	50.00	1.04	1447680.00
C03b	1.00	5.00	593.00	11865680.60	0.50	5932840.30	463.77	467.87	50.00	MaxEntropy	50.00	1.46	1447680.00
C03b	1.00	6.00	742.00	22404851.62	0.50	11202425.81	465.42	473.16	50.00	MaxEntropy	50.00	2.11	1447680.00
C03b	1.00	7.00	890.00	47217649.72	0.50	23608824.86	468.77	485.07	50.00	MaxEntropy	50.00	3.39	1447680.00
C03b	1.00	8.00	1038.00	101995172.52	0.50	50997586.26	471.52	506.75	50.00	MaxEntropy	50.00	5.47	1447680.00
C03b	1.00	9.00	1187.00	193965503.04	0.50	96982751.52	473.58	540.58	50.00	MaxEntropy	50.00	8.12	1447680.00
C03b	1.00	10.00	1336.00	261421463.65	0.50	130710731.83	477.65	567.94	50.00	MaxEntropy	50.00	9.42	1447680.00
C03b	1.00	11.00	1484.00	301341155.06	0.50	150670577.53	479.68	583.75	50.00	MaxEntropy	50.00	10.19	1447680.00
C03b	1.00	12.00	1633.00	329961040.58	0.50	164980520.29	481.61	595.57	50.00	MaxEntropy	50.00	10.61	1447680.00
C03b	1.00	13.00	1782.00	350371511.05	0.50	175185755.52	483.60	604.61	50.00	MaxEntropy	50.00	11.04	1447680.00
C03b	1.00	14.00	1931.00	368856788.92	0.50	184428394.46	484.74	612.13	50.00	MaxEntropy	50.00	10.61	1447680.00
C03b	1.00	15.00	2080.00	385529699.16	0.50	192764849.58	487.62	620.78	50.00	MaxEntropy	50.00	11.39	1447680.00
C03b	1.00	16.00	2228.00	391077706.25	0.50	195538853.12	489.84	624.91	50.00	MaxEntropy	50.00	11.05	1447680.00
C03c	1.00	1.00	0.00	2059969.94	0.50	1029984.97	463.38	464.09	50.00	MaxEntropy	50.00	0.49	1447680.00
C03c	1.00	2.00	148.00	3077366.07	0.50	1538683.03	462.18	463.24	50.00	MaxEntropy	50.00	0.66	1447680.00
C03c	1.00	3.00	297.00	5295653.51	0.50	2647826.75	462.48	464.31	50.00	MaxEntropy	50.00	0.86	1447680.00
C03c	1.00	4.00	445.00	8768871.83	0.50	4384435.92	463.00	466.03	50.00	MaxEntropy	50.00	1.19	1447680.00
C03c	1.00	5.00	593.00	15632590.19	0.50	7816295.10	464.24	469.64	50.00	MaxEntropy	50.00	1.69	1447680.00
C03c	1.00	6.00	742.00	30161099.98	0.50	15080549.99	465.88	476.30	50.00	MaxEntropy	50.00	2.50	1447680.00
C03c	1.00	7.00	890.00	64422847.92	0.50	32211423.96	469.55	491.80	50.00	MaxEntropy	50.00	4.01	1447680.00
C03c	1.00	8.00	1039.00	139964319.96	0.50	69982159.98	472.37	520.71	50.00	MaxEntropy	50.00	6.54	1447680.00
C03c	1.00	9.00	1188.00	251343963.62	0.50	125671981.81	474.90	561.71	50.00	MaxEntropy	50.00	9.42	1447680.00
C03c	1.00	10.00	1337.00	334221303.22	0.50	167110651.61	478.17	593.61	50.00	MaxEntropy	50.00	10.94	1447680.00
C03c	1.00	11.00	1485.00	379146298.80	0.50	189573149.40	480.74	611.69	50.00	MaxEntropy	50.00	11.63	1447680.00
C03c	1.00	12.00	1633.00	408935815.15	0.50	204467907.57	482.33	623.56	50.00	MaxEntropy	50.00	11.41	1447680.00
C03c	1.00	13.00	1782.00	435720728.08	0.50	217860364.04	484.64	635.13	50.00	MaxEntropy	50.00	12.28	1447680.00
C03c	1.00	14.00	1931.00	455350727.50	0.50	227675363.75	486.30	643.57	50.00	MaxEntropy	50.00	11.89	1447680.00
C03c	1.00	15.00	2080.00	473074151.59	0.50	236537075.79	488.77	652.16	50.00	MaxEntropy	50.00	12.17	1447680.00
C03c	1.00	16.00	2228.00	479482728.46	0.50	239741364.23	490.43	656.03	50.00	MaxEntropy	50.00	12.35	1447680.00
C03d	1.00	1.00	0.00	1012322.62	0.50	506161.31	463.19	463.54	50.00	MaxEntropy	50.00	0.40	1447680.00
C03d	1.00	2.00	148.00	1676072.74	0.50	838036.37	461.98	462.56	50.00	MaxEntropy	50.00	0.49	1447680.00
C03d	1.00	3.00	296.00	2809129.97	0.50	1404564.98	461.84	462.81	50.00	MaxEntropy	50.00	0.65	1447680.00
C03d	1.00	4.00	444.00	4851696.56	0.50	2425848.28	463.12	464.80	50.00	MaxEntropy	50.00	0.88	1447680.00
C03d	1.00	5.00	593.00	8351661.74	0.50	4175830.87	464.06	466.94	50.00	MaxEntropy	50.00	1.19	1447680.00
C03d	1.00	6.00	742.00	15233026.69	0.50	7616513.34	465.41	470.67	50.00	MaxEntropy	50.00	1.71	1447680.00
C03d	1.00	7.00	890.00	31252885.10	0.50	15626442.55	469.20	480.00	50.00	MaxEntropy	50.00	2.68	1447680.00
C03d	1.00	8.00	1038.00	68245815.66	0.50	34122907.83	471.53	495.11	50.00	MaxEntropy	50.00	4.34	1447680.00
C03d	1.00	9.00	1187.00	136765536.56	0.50	68382768.28	474.23	521.47	50.00	MaxEntropy	50.00	6.80	1447680.00
C03d	1.00	10.00	1336.00	196553742.97	0.50	98276871.49	477.51	545.39	50.00	MaxEntropy	50.00	8.28	1447680.00
C03d	1.00	11.00	1484.00	229487372.70	0.50	114743686.35	479.62	558.88	50.00	MaxEntropy	50.00	8.86	1447680.00
C03d	1.00	12.00	1633.00	252507879.24	0.50	126253939.62	481.82	569.03	50.00	MaxEntropy	50.00	9.28	1447680.00
C03d	1.00	13.00	1782.00	268935159.81	0.50	134467579.91	483.19	576.08	50.00	MaxEntropy	50.00	9.60	1447680.00
C03d	1.00	14.00	1931.00	282719420.86	0.50	141359710.43	485.14	582.79	50.00	MaxEntropy	50.00	8.97	1447680.00
C03d	1.00	15.00	2079.00	296323160.18	0.50	148161580.09	487.94	590.28	50.00	MaxEntropy	50.00	9.97	1447680.00
C03d	1.00	16.00	2228.00	304002523.67	0.50	152001261.84	489.56	594.56	50.00	MaxEntropy	50.00	10.48	1447680.00
C04a	1.00	1.00	0.00	972833.05	0.50	486416.53	468.30	468.64	50.00	MaxEntropy	50.00	0.25	1447680.00
C04a	1.00	2.00	148.00	2636786.55	0.50	1318393.28	467.49	468.40	50.00	MaxEntropy	50.00	0.44	1447680.00
C04a	1.00	3.00	296.00	6979488.29	0.50	3489744.15	467.57	469.98	50.00	MaxEntropy	50.00	0.84	1447680.00
C04a	1.00	4.00	444.00	17325791.14	0.50	8662895.57	467.62	473.61	50.00	MaxEntropy	50.00	1.53	1447680.00
C04a	1.00	5.00	593.00	40895288.34	0.50	20447644.17	469.84	483.96	50.00	MaxEntropy	50.00	3.02	1447680.00
C04a	1.00	6.00	742.00	94993417.76	0.50	47496708.88	472.42	505.23	50.00	MaxEntropy	50.00	5.36	1447680.00
C04a	1.00	7.00	890.00	166734675.12	0.50	83367337.56	477.20	534.79	50.00	MaxEntropy	50.00	8.45	1447680.00
C04a	1.00	8.00	1038.00	210768591.21	0.50	105384295.60	478.72	551.52	50.00	MaxEntropy	50.00	9.85	1447680.00
C04a	1.00	9.00	1187.00	234379719.42	0.50	117189859.71	480.66	561.61	50.00	MaxEntropy	50.00	10.43	1447680.00
C04a	1.00	10.00	1336.00	249592737.75	0.50	124796368.87	482.09	568.30	50.00	MaxEntropy	50.00	10.68	1447680.00
C04a	1.00	11.00	1484.00	260920509.97	0.50	130460254.98	483.74	573.86	50.00	MaxEntropy	50.00	10.81	1447680.00
C04a	1.00	12.00	1633.00	270623865.04	0.50	135311932.52	485.67	579.14	50.00	MaxEntropy	50.00	10.95	1447680.00
C04a	1.00	13.00	1782.00	279027567.78	0.50	139513783.89	487.41	583.78	50.00	MaxEntropy	50.00	11.02	1447680.00
C04a	1.00	14.00	1931.00	287089787.34	0.50	143544893.67	489.48	588.63	50.00	MaxEntropy	50.00	11.13	1447680.00
C04a	1.00	15.00	2079.00	292465235.68	0.50	146232617.84	490.92	591.93	50.00	MaxEntropy	50.00	11.17	1447680.00
C04a	1.00	16.00	2228.00	298984893.18	0.50	149492446.59	492.52	595.79	50.00	MaxEntropy	50.00	11.26	1447680.00
C04b	1.00	1.00	0.00	1250652.58	0.50	625326.29	481.98	482.41	50.00	MaxEntropy	50.00	0.19	1447680.00
C04b	1.00	2.00	148.00	3600839.12	0.50	1800419.56	481.02	482.26	50.00	MaxEntropy	50.00	0.39	1447680.00
C04b	1.00	3.00	297.00	9452424.49	0.50	4726212.24	481.08	484.34	50.00	MaxEntropy	50.00	0.79	1447680.00
C04b	1.00	4.00	445.00	24113365.56	0.50	12056682.78	481.80	490.13	50.00	MaxEntropy	50.00	1.67	1447680.00
C04b	1.00	5.00	593.00	62377599.20	0.50	31188799.60	484.76	506.31	50.00	MaxEntropy	50.00	3.53	1447680.00
C04b	1.00	6.00	742.00	151512946.98	0.50	75756473.49	487.60	539.93	50.00	MaxEntropy	50.00	6.83	1447680.00
C04b	1.00	7.00	890.00	262076703.90	0.50	131038351.95	494.34	584.86	50.00	MaxEntropy	50.00	10.16	1447680.00
C04b	1.00	8.00	1038.00	326136633.58	0.50	163068316.79	495.95	608.59	50.00	MaxEntropy	50.00	12.07	1447680.00
C04b	1.00	9.00	1188.00	363497580.05	0.50	181748790.02	497.20	622.74	50.00	MaxEntropy	50.00	13.02	1447680.00
C04b	1.00	10.00	1337.00	387739368.90	0.50	193869684.45	499.35	633.27	50.00	MaxEntropy	50.00	13.50	1447680.00
C04b	1.00	11.00	1485.00	405454083.79	0.50	202727041.90	501.15	641.18	50.00	MaxEntropy	50.00	13.77	1447680.00
C04b	1.00	12.00	1633.00	421173833.37	0.50	210586916.68	502.91	648.37	50.00	MaxEntropy	50.00	13.94	1447680.00
C04b	1.00	13.00	1782.00	435272436.59	0.50	217636218.30	504.92	655.26	50.00	MaxEntropy	50.00	14.10	1447680.00
C04b	1.00	14.00	1931.00	446711954.83	0.50	223355977.42	506.86	661.15	50.00	MaxEntropy	50.00	14.19	1447680.00
C04b	1.00	15.00	2080.00	458161996.22	0.50	229080998.11	508.91	667.15	50.00	MaxEntropy	50.00	14.33	1447680.00
